sequence,label
"['1726408774490149190', '1726408774490128599', '1726408774448358463', '1726408774446507092', '1726408774446421406', '1726408774435045509', '1726408774435002750', '1726408774434097939', '1726408774431598377', '1726408774429691420']",normal
"['1726408774490128599', '1726408774448358463', '1726408774446507092', '1726408774446421406', '1726408774435045509', '1726408774435002750', '1726408774434097939', '1726408774431598377', '1726408774429691420', '1726408774425817627']",normal
"['1726408774448358463', '1726408774446507092', '1726408774446421406', '1726408774435045509', '1726408774435002750', '1726408774434097939', '1726408774431598377', '1726408774429691420', '1726408774425817627', '1726408774421441950']",normal
"['1726408774446507092', '1726408774446421406', '1726408774435045509', '1726408774435002750', '1726408774434097939', '1726408774431598377', '1726408774429691420', '1726408774425817627', '1726408774421441950', '1726408774418471893']",normal
"['1726408774446421406', '1726408774435045509', '1726408774435002750', '1726408774434097939', '1726408774431598377', '1726408774429691420', '1726408774425817627', '1726408774421441950', '1726408774418471893', '1726408774418064811']",normal
"['1726408774435045509', '1726408774435002750', '1726408774434097939', '1726408774431598377', '1726408774429691420', '1726408774425817627', '1726408774421441950', '1726408774418471893', '1726408774418064811', '1726408774413706191']",normal
"['1726408774435002750', '1726408774434097939', '1726408774431598377', '1726408774429691420', '1726408774425817627', '1726408774421441950', '1726408774418471893', '1726408774418064811', '1726408774413706191', '1726408774410026501']",normal
"['1726408774434097939', '1726408774431598377', '1726408774429691420', '1726408774425817627', '1726408774421441950', '1726408774418471893', '1726408774418064811', '1726408774413706191', '1726408774410026501', '1726408774405192999']",normal
"['1726408774431598377', '1726408774429691420', '1726408774425817627', '1726408774421441950', '1726408774418471893', '1726408774418064811', '1726408774413706191', '1726408774410026501', '1726408774405192999', '1726408774399923356']",normal
"['1726408774429691420', '1726408774425817627', '1726408774421441950', '1726408774418471893', '1726408774418064811', '1726408774413706191', '1726408774410026501', '1726408774405192999', '1726408774399923356', '1726408774389346679']",normal
"['1726408774425817627', '1726408774421441950', '1726408774418471893', '1726408774418064811', '1726408774413706191', '1726408774410026501', '1726408774405192999', '1726408774399923356', '1726408774389346679', '1726408774379019664']",normal
"['1726408774421441950', '1726408774418471893', '1726408774418064811', '1726408774413706191', '1726408774410026501', '1726408774405192999', '1726408774399923356', '1726408774389346679', '1726408774379019664', '1726408774378956432']",normal
"['1726408774418471893', '1726408774418064811', '1726408774413706191', '1726408774410026501', '1726408774405192999', '1726408774399923356', '1726408774389346679', '1726408774379019664', '1726408774378956432', '1726408774377719232']",normal
"['1726408774418064811', '1726408774413706191', '1726408774410026501', '1726408774405192999', '1726408774399923356', '1726408774389346679', '1726408774379019664', '1726408774378956432', '1726408774377719232', '1726408774372291291']",normal
"['1726408774413706191', '1726408774410026501', '1726408774405192999', '1726408774399923356', '1726408774389346679', '1726408774379019664', '1726408774378956432', '1726408774377719232', '1726408774372291291', '1726408774368500725']",normal
"['1726408774410026501', '1726408774405192999', '1726408774399923356', '1726408774389346679', '1726408774379019664', '1726408774378956432', '1726408774377719232', '1726408774372291291', '1726408774368500725', '1726408774366532741']",normal
"['1726408774405192999', '1726408774399923356', '1726408774389346679', '1726408774379019664', '1726408774378956432', '1726408774377719232', '1726408774372291291', '1726408774368500725', '1726408774366532741', '1726408774357702394']",normal
"['1726408774399923356', '1726408774389346679', '1726408774379019664', '1726408774378956432', '1726408774377719232', '1726408774372291291', '1726408774368500725', '1726408774366532741', '1726408774357702394', '1726408774352960448']",normal
"['1726408774389346679', '1726408774379019664', '1726408774378956432', '1726408774377719232', '1726408774372291291', '1726408774368500725', '1726408774366532741', '1726408774357702394', '1726408774352960448', '1726408774345245316']",normal
"['1726408774379019664', '1726408774378956432', '1726408774377719232', '1726408774372291291', '1726408774368500725', '1726408774366532741', '1726408774357702394', '1726408774352960448', '1726408774345245316', '1726408774344147497']",normal
"['1726408774378956432', '1726408774377719232', '1726408774372291291', '1726408774368500725', '1726408774366532741', '1726408774357702394', '1726408774352960448', '1726408774345245316', '1726408774344147497', '1726408774337279772']",normal
"['1726408774377719232', '1726408774372291291', '1726408774368500725', '1726408774366532741', '1726408774357702394', '1726408774352960448', '1726408774345245316', '1726408774344147497', '1726408774337279772', '1726408774337183471']",normal
"['1726408774372291291', '1726408774368500725', '1726408774366532741', '1726408774357702394', '1726408774352960448', '1726408774345245316', '1726408774344147497', '1726408774337279772', '1726408774337183471', '1726408774336700545']",normal
"['1726408774368500725', '1726408774366532741', '1726408774357702394', '1726408774352960448', '1726408774345245316', '1726408774344147497', '1726408774337279772', '1726408774337183471', '1726408774336700545', '1726408774333206819']",normal
"['1726408774366532741', '1726408774357702394', '1726408774352960448', '1726408774345245316', '1726408774344147497', '1726408774337279772', '1726408774337183471', '1726408774336700545', '1726408774333206819', '1726408774331515865']",normal
"['1726408774357702394', '1726408774352960448', '1726408774345245316', '1726408774344147497', '1726408774337279772', '1726408774337183471', '1726408774336700545', '1726408774333206819', '1726408774331515865', '1726408774325436218']",normal
"['1726408774352960448', '1726408774345245316', '1726408774344147497', '1726408774337279772', '1726408774337183471', '1726408774336700545', '1726408774333206819', '1726408774331515865', '1726408774325436218', '1726408774316422226']",normal
"['1726408774345245316', '1726408774344147497', '1726408774337279772', '1726408774337183471', '1726408774336700545', '1726408774333206819', '1726408774331515865', '1726408774325436218', '1726408774316422226', '1726408774300157500']",normal
"['1726408774344147497', '1726408774337279772', '1726408774337183471', '1726408774336700545', '1726408774333206819', '1726408774331515865', '1726408774325436218', '1726408774316422226', '1726408774300157500', '1726408774293215291']",normal
"['1726408774337279772', '1726408774337183471', '1726408774336700545', '1726408774333206819', '1726408774331515865', '1726408774325436218', '1726408774316422226', '1726408774300157500', '1726408774293215291', '1726408774274963590']",normal
"['1726408774337183471', '1726408774336700545', '1726408774333206819', '1726408774331515865', '1726408774325436218', '1726408774316422226', '1726408774300157500', '1726408774293215291', '1726408774274963590', '1726408774274899768']",normal
"['1726408774336700545', '1726408774333206819', '1726408774331515865', '1726408774325436218', '1726408774316422226', '1726408774300157500', '1726408774293215291', '1726408774274963590', '1726408774274899768', '1726408774274343293']",normal
"['1726408774333206819', '1726408774331515865', '1726408774325436218', '1726408774316422226', '1726408774300157500', '1726408774293215291', '1726408774274963590', '1726408774274899768', '1726408774274343293', '1726408774269516233']",normal
"['1726408774331515865', '1726408774325436218', '1726408774316422226', '1726408774300157500', '1726408774293215291', '1726408774274963590', '1726408774274899768', '1726408774274343293', '1726408774269516233', '1726408774258991075']",normal
"['1726408774325436218', '1726408774316422226', '1726408774300157500', '1726408774293215291', '1726408774274963590', '1726408774274899768', '1726408774274343293', '1726408774269516233', '1726408774258991075', '1726408774244467781']",normal
"['1726408774316422226', '1726408774300157500', '1726408774293215291', '1726408774274963590', '1726408774274899768', '1726408774274343293', '1726408774269516233', '1726408774258991075', '1726408774244467781', '1726408774244392946']",normal
"['1726408774300157500', '1726408774293215291', '1726408774274963590', '1726408774274899768', '1726408774274343293', '1726408774269516233', '1726408774258991075', '1726408774244467781', '1726408774244392946', '1726408774238591426']",normal
"['1726408774293215291', '1726408774274963590', '1726408774274899768', '1726408774274343293', '1726408774269516233', '1726408774258991075', '1726408774244467781', '1726408774244392946', '1726408774238591426', '1726408774207843015']",normal
"['1726408774274963590', '1726408774274899768', '1726408774274343293', '1726408774269516233', '1726408774258991075', '1726408774244467781', '1726408774244392946', '1726408774238591426', '1726408774207843015', '1726408774207465159']",normal
"['1726408774274899768', '1726408774274343293', '1726408774269516233', '1726408774258991075', '1726408774244467781', '1726408774244392946', '1726408774238591426', '1726408774207843015', '1726408774207465159', '1726408774194201972']",normal
"['1726408774274343293', '1726408774269516233', '1726408774258991075', '1726408774244467781', '1726408774244392946', '1726408774238591426', '1726408774207843015', '1726408774207465159', '1726408774194201972', '1726408774182914131']",normal
